Category,Outbreak,Location,Lat,Long,Date,Cases,Fatalities,Impact Scale,Source Citation,Source
Measles,Measles,"U.S. (Orange County, California)",33.71747,,2/2014,3,,Isl,"Arevalo, Penny. ""Measles cases on the uptick in OC, Local doctors learn."" Newport Beach Patch. February 5, 2014. ",http://newportbeach.patch.com/groups/around-oc/p/measles-cases-on-the-uptick-in-oc-local-doctors-learn-newportbeach
Measles,Measles,U.S. (New Jersey),40.56811,-74.59502,3/2013,1,,Isl,"News 12 Bronx. ""DOH issues public health alert in possible measles case at Somerset Medical Center."" March 8, 2013.",http://bronx.news12.com/news/doh-issues-public-health-alert-in-possible-measles-case-at-somerset-medical-center-1.4781255?qr=1
Measles,Measles,U.S.,38.75408,-96.06445,1/2013-11/2013,175,,Clst,"WXYZ News. ""CDC to address recent spike in measles cases."" December 5, 2013.",http://www.wxyz.com/dpp/news/cdc-to-address-recent-spike-in-measles-cases
Mumps,Mumps,U.S. (California),36.778261,-119.7932,1/2010-5/2010,9,,Clst,"Los Angles Times, ""Mumps, whooping cough, measles ... Maybe vaccines are a good idea after all,"" May 17, 2010.",http://latimesblogs.latimes.com/booster_shots/2010/05/mumps-whooping-cough-measles-maybe-vaccines-are-a-good-idea-after-all.html
Mumps,Mumps,U.S. (California),37.87533,-122.24556,09/2011-1/2012,29,,Clst,"""Mumps Outbreak on a University Campus - California."" Morbidity and Mortality Weekly Report, October 7, 2012.",http://www.cdc.gov/mmwr/preview/mmwrhtml/mm6148a2.htm?s_cid=mm6148a2_e
Whooping Cough,Whooping Cough,U.S. (California),36.778261,-119.417932,1/2010,1496,,Epd,"Hollis, Liz J. ""Vaccination gaps contribute to pertussis outbreak."" Fierce Vaccines, July 29, 2010.",http://www.fiercevaccines.com/story/vaccination-gaps-contribute-pertussis-outbreak/2010-07-29
Whooping Cough,Whooping Cough,U.S. (California),36.888261,-119.417932,10/2010,5270,9,Epd,"KTLA News. ""10th California Baby Dies of Whooping Cough."" October 20, 2010","http://www.ktla.com/health/ktla-whooping-cough-epidemic-record,0,3378444.story"
Whooping Cough,Whooping Cough,U.S. (California),36.99954,-119.417932,7/2010,1,1,Isl (part of a larger epidemic),"Associated Press. ""Children's Health - HEALTH
Another Infant Dies of Whooping Cough in California."" July 30, 2010",http://www.foxnews.com/health/2010/07/30/infant-dies-whooping-cough-california/
Whooping Cough,Whooping Cough,U.S. (California),36.778261,-119.417932,7/2010,5,5,Clst,"Por Agencia EFE. ""Una epidemia de tosferina en California afecta especialmente a los bebés hispanos."" July 15.2010.",http://www.google.com/hostednews/epa/article/ALeqM5g8vdn-gXwY03IVU3cM34NLFVB5bQ
Whooping Cough,Whooping cough,U.S. (California),34.2642,-119.417932,9/2010,4100,9,Epd,"Wadsworth, Jennifer. ""Whooping Cough Epidemic: What You Need to Know."" San Ramon Patch, September 25, 2010.",http://sanramon.patch.com/articles/whooping-cough-epidemic-what-you-need-to-know
Other,Typhoid,U.S. (California),37.76922,-122.44814,4/2013,1,,Isl,"""Typhoid Fever in Restaurant Worker,"" San Francisco Department of Health, May 3, 2013.",http://www.sfdph.org/dph/files/newsMediadocs/2013PR/TyphoidFeverv1.pdf
Other,Meningitis,U.S. (Colorado),39.550051,-105.782067,4/2010,5,2,2nd,"Nicholson, Kieran . ""Bacterial meningitis kills second metro-area youth."" The Denver Post, April 24, 2010.",http://www.denverpost.com/news/ci_14948857
Whooping Cough,Whooping Cough,U.S. (Colorado),40.01499,-105.27055,3/2012,37,,Clst,"Morris, Sara. ""Health officials: Boulder has whooping cough outbreak."" Fox 31 Denver, April 6, 2012.",http://kdvr.com/2012/04/06/health-officials-boulder-has-whooping-cough-outbreak/
Whooping Cough,Whooping Cough,U.S. (Colorado),39.64026,-106.3742,3/2012-12/2012,1510,,Epd,"Centers for Disease Control and Prevention, ""Pertussis (whooping cough) outbreaks,"" January 9, 2013.",http://www.cdc.gov/pertussis/outbreaks.html
Whooping Cough,Whooping Cough,"U.S. (Colorado, Phillips County)",40.53713,-102.34639,11/2013,14,,Clst,"Fort Morgan Times. ""Pertussis infections on the rise in northeast Colorado."" December 6, 2013.",http://www.fortmorgantimes.com/fort-morgan-local-news/ci_24669544/pertussis-infections-rise-northeast-colorado
Measles,Measles,U.S. (Colorado),39.52806,-104.86972,6/2013,2,,Clst,"KKTV News. ""Second Case Of Measles Reported In Denver Area."" June 7, 2013. ",http://www.kktv.com/news/elevenforhealth/headlines/Case-Of-Measles-Reported-In-Denver-Area-210421121.html#.UbHfxK3Weno.email
Measles,Measles,U.S. (Delaware),39.29067,-75.63437,1/2012,1,,Isl,"ABC Local. ""Measles case confirmed in Delaware child."" January 27, 2012.",http://abclocal.go.com/wpvi/story?section=news/health&id=8522260&rss=rss-wpvi-article-8522260
Measles,Measles,U.S. (Florida),27.664827,-81.015754,4/2011,1,,Isl,"Shrieves, Linda . ""Orlando preschooler diagnosed with measles is area's first case in 17 years."" Orlando Sentinel, May 13, 2011.","http://www.orlandosentinel.com/health/os-orlando-measles-20110513,0,585164.story"
Measles,Measles,U.S. (Florida),28.4845,-81.25188,1/2013,4,,Epd,"Bell, Lisa, ""4 Measles cases confirmed in Orange County,"" WKMG, January 16, 2013.",http://www.clickorlando.com/news/4-Measles-cases-confirmed-in-Orange-County/-/1637132/18150978/-/i01p5y/-/index.html
Measles,Measles,"U.S. (Seminole County, Florida)",28.71317,-81.20782,2/2013-3/2013,2,,Isl,"Comas, Martin E. ""Seminole County confirms second case of measles."" Orlando Sentinel. March 15, 2013.","http://www.orlandosentinel.com/news/local/breakingnews/os-measles-seminole-health-20130315,0,292076.story"
Measles,Measles,U.S. (South Florida),26.1901,-80.36586,3/2013,1,,Isl,"WSVN-TV. ""1 So. Fla. measles case reported."" March 28, 2013.",http://www.wsvn.com/news/articles/local/21010221063363/1-so-fla-measles-case-reported/
Measles,Measles,U.S. (Florida),28.53834,-81.37924,7/2013,1,,Isl,"Wright, Colleen. ""Measles case pops up near Orlando attractions area."" Orlando Sentinel. July 25, 2013.","http://www.orlandosentinel.com/health/os-measles-case-orlando-20130725,0,7967852.story"
Whooping Cough,Whooping Cough,U.S. (Florida),26.1901,-80.36586,4/2012,4,,Clst,"Local 10. ""Pertussis identified in Broward Co."" April 14, 2012.",http://www.local10.com/thats-life/health/Pertussis-identified-in-Broward-Co/-/1717022/10808020/-/lns7waz/-/
Whooping Cough,Whooping Cough,"U.S. (Florida, Hillsborough County)",27.99036,-82.30177,1/2012-4/2012,40,,Epd,"Maher, Irene. ""Whooping Cough Hits Hillsborough."" The Ledger. June 2, 2012.",http://www.theledger.com/article/20120602/NEWS/120609903/1374
Other,Chicken Pox,U.S. (Florida),27.664827,-81.515754,2/2010,41,,Epd,"Redlup, Tina. ""Chickenpox outbreak in Florida."" May 12, 2010.",http://vaccinenewsdaily.com/news/213007-chickenpox-outbreak-in-florida
Whooping Cough,Whooping Cough,U.S. (Georgia),32.157435,-82.907123,1/2010,247,,Epd,"Georgia Department of Public Health. ""Annual Vaccine Preventable Diseases Surveillance Report – Georgia, 2010.""",http://health.state.ga.us/pdfs/epi/vpd/2010%20VPD%20Report.pdf
Measles,Measles,U.S. (Guam),36.90194,-89.82361,4/2011,1,,Isl,"Guam News. ""DPHSS Reports Confirmed Case of Measles in 2 Year Old Boy Recently Returned from PI."" Pacific News Center, April 29, 2011.",http://www.pacificnewscenter.com/index.php?option=com_content&view=article&id=13693:dphss-reports-confirmed-case-of-measles-in-2-year-old-boy&catid=45:guam-news&Itemid=156
Whooping Cough,Whooping Cough,U.S. (Idaho),44.068202,-114.742041,1/2010,77,,Epd,"Nadvornick, Doug. ""North Idaho Suffers Through Whooping Cough Outbreak ."" OPB News, July 22, 2010.",http://news.opb.org/article/2009519-north-idaho-suffers-through-whooping-cough-outbreak/
Whooping Cough,Whooping Cough,U.S. (Idaho),42.58364,-112.14302,5/2012,1,1,Isl,"Taylor, Jake. ""Whooping Cough Takes Life Of Local Infant."" Local News 8. May 3, 2012.",http://www.localnews8.com/news/31002886/detail.html
Whooping Cough,Whooping Cough,U.S. (Illinois),42.304,-88.4016,08/2011-03/2012,313,,Epd,"ABC News, ""313 whooping cases confirmed in McHenry County."" March 7, 2012.",http://abclocal.go.com/wls/story?section=news/local/illinois&id=8572713
Whooping Cough,Whooping Cough,U.S. (Illinois),38.90414,-89.92532,4/2012-5/2012,19,,Clst,"Donald, Elizabeth. ""Another Five Cases of Whooping Cough Reported in Madison County."" Highland News Leader. May 18, 2012.",http://www.bnd.com/2012/05/18/2180254/another-five-cases-of-whooping.html
Measles,Measles,U.S. (Indiana),40.55122,-85.0236,06/2011,5,,2nd,"Center for Disease Control and Prevention, ""Notes from the Field: Measles Outbreak --- Indiana, June--July 2011,"" September 2, 2011.",http://www.cdc.gov/mmwr/preview/mmwrhtml/mm6034a5.htm?s_cid=mm6034a5_e&source=govdelivery
Measles,Measles,U.S. (Indiana),40.551217,-85.602364,7/2011,14,,Clst,"Center for Disease Control and Prevention, ""Notes from the Field: Measles Outbreak --- Indiana, June--July 2011,"" September 2, 2011.",http://www.cdc.gov/mmwr/preview/mmwrhtml/mm6034a5.htm
Measles,Measles,U.S. (Indiana),40.01062,-86.49965,2/2012,16,,Clst,"Indiana State Department of Health. ""16 Confirmed Cases of Measles in Central Indiana."" February 24, 2012.",http://www.in.gov/activecalendar/EventList.aspx?view=EventDetails&eventidn=53452&information_id=107209&type=&syndicate=syndicate
Measles,Measles,U.S. (Indiana),39.1763,-86.53437,3/2013,1,,Isl,"The Journal Gazette. ""Measles case confirmed at IU Bloomington."" March 28, 2013.",http://www.journalgazette.net/article/20130329/BLOGS01/130329345
Measles,Measles,U.S. (Indiana),39.18514,-86.49965,8/2013,1,,Isl,"Kokomo Perspective. ""Measles confirmed in Monroe County."" August 29, 2013.",http://kokomoperspective.com/news/measles-confirmed-in-monroe-county/article_aff7e740-10f4-11e3-95a9-0019bb2963f4.html
Whooping Cough,Whooping Cough,U.S. (Indiana),40.551217,-85.602364,11/2010,500,2,Epd,"Fox59. ""Indiana experiencing largest outbreak of whooping cough since 1959."" November 22, 2010.","http://www.fox59.com/news/wxin-indiana-experiencing-largest-o-112210,0,5953577.story"
Other,Chicken Pox,U.S. (Indiana),39.41654,-87.42075,11/2012,100,,Epd,"""W. Indiana county tops 100 chickenpox cases."" San Francisco Chronicle, November 20, 2012.",http://www.sfgate.com/news/article/W-Indiana-county-tops-100-chickenpox-cases-4052864.php
Measles,Measles,U.S. (Iowa),41.878003,-93.097702,4/2009,1,,Isl,"Iowa Department of Public Health. ""Iowa Health Officials Identify Case of Measles in Spencer."" KMEG 14 (Spencer), April 16, 2009.",http://www.kmeg14.com/Global/story.asp?S=10199237&nav=menu609_9_1
Measles,Measles,U.S. (Iowa),41.878003,-93.097702,5/2011,1,,Isl,"Measles case confirmed in central Iowa, emergency declared, page 1. AboveTopSecret.com - Conspiracy Theories, UFOs, Paranormal, Political Madness, and other ""Alternative Topics"".",http://www.abovetopsecret.com/forum/thread708291/pg1
Whooping Cough,Whooping Cough,U.S. (Iowa),41.88618,-93.11531,1/2012-5/2012,270,,Epd,"Hinz, Tina. ""More pertussis cases reported in county."" Wateroo-Cedar Falls Courier. May 31, 2012.",http://wcfcourier.com/news/local/more-pertussis-cases-reported-in-county/article_f7e2cc33-a86d-586c-ab02-a4fb634b50c3.html
Measles,Measles,"U.S. (Kansas, Finney County)",37.97169,-100.87266,1/2012,6,,Clst,"KAKE News. ""Health Officials Investigate Measles Outbreak In Finney County ."" January 25, 2012",http://www.kake.com/news/headlines/Health_Officials_Investigate_Measles_Outbreak_In_Finney_County_138063683.html
Measles,Measles,"U.S. (Kansas, Johnson County)",38.845412,-94.852064,5/2011,2,,2nd,"KMBC. ""2 More Cases Of Measles Surface In Johnson County."" May 2, 2011.",http://www.kmbc.com/r/27745305/detail.html
Whooping Cough,Whooping Cough,U.S. (Kansas),38.97167,-95.23525,10/2011,6,,Clst,"The Associated Press. ""NE Kansas reports 6 cases of whooping cough."" news tribune, October 28, 2011.",http://www.newstribune.com/news/2011/oct/28/ne-kansas-reports-6-cases-whooping-cough/
Whooping Cough,Whooping Cough,"U.S. (Kansas, Johnson County)",38.84541,-94.85206,1/2012 - 1/2013,491,,Epd,"Johnson County Department of Health and Environment. ""Report only PCR positive pertussis results."" January 18, 2013.",http://jcdhe.jocogov.org/subscribe/newsletter/epi/01/1116
Whooping Cough,Whooping Cough,U.S. (Maine),44.76504,-69.71938,1/2012-6/2012,80,,Epd,"Farwell, Jackie. ""Whooping cough spreads in Maine; health officials urge child vaccination."" Maine Sun Journal. June 6, 2012.",http://www.sunjournal.com/news/maine/0001/11/30/whooping-cough-spreads-maine-health-officials-urge/1206060
Measles,Measles,U.S. (Maine),45.253783,-69.445469,7/2011,1,,Isl,"Maine Government News, ""Potential Exposure to Measles in Southern Maine,"" July 22, 2011.",http://www.maine.gov/tools/whatsnew/index.php?topic=Portal+News&id=272233&v=article-2008
Measles,Measles,U.S. (Maryland),39.045755,-76.641271,4/2009,4,,2nd,"Carrick, Nathan . ""Fourth case of measles reported in Montgomery."" Gazzette.net, April 13, 2009.",http://www.gazette.net/stories/04132009/rocknew181816_32500.shtml
Measles,Measles,U.S. (Maryland),39.04575,-76.64127,08/2011,2,,2nd,"ABC 7, ""Two measles cases confirmed in Montgomery County,"" September 2, 2011.",http://www.wjla.com/articles/2011/09/two-measles-cases-confirmed-in-montgomery-county-66025.html
Whooping Cough,Whooping Cough,U.S. (Maryland),39.03665,-76.64612,1/2012-7/2012,133,,Epd,"Bellmyer, Jane. ""Officials: Whooping cough cases on the rise."" Cecil Daily. July 22, 2012.",http://www.cecildaily.com/news/local_news/article_ad08f7a6-d46c-11e1-9c05-0019bb2963f4.html
Mumps,Mumps,U.S. (Maryland),39.34624,-76.61818,3/2013,12,,Clst,"Medical Daily. ""Mumps Virus Outbreak in Baltimore's Loyola University."" March 14, 2013.",http://www.medicaldaily.com/articles/14257/20130314/mumps-virus-outbreak-baltimore-loyola-university.htm
Measles,Measles,U.S. (Massachusetts),42.407211,-71.3002437,1/2011-5/2011,10,,Clst,"The Associated Press. ""Mass. reporting uptick in number of measles cases."" Boston Herald, May 10, 2011.",http://www.bostonherald.com/business/healthcare/view.bg?articleid=1336971&srvc=business&position=recent
Measles,Measles,U.S. (Massachusetts),42.407211,-71.382437,5/2011,2,,Clst,"The Associated Press. ""2 more measles cases reported in Massachusetts."" Boston Herald, May 26, 2011.",http://www.bostonherald.com/news/regional/view/201105262_more_measles_cases_reported_in_massachusetts/srvc=home&position=recent
Mumps,Mumps,"U.S. (Boston, Massachusetts)",42.358431,-71.059773,4/2009,9,,2nd,"Kotz, Deborah. ""New cases add to measles’ reach."" Boston.com, May 26, 2009.",http://articles.boston.com/2011-05-26/lifestyle/29586750_1_measles-cases-red-watery-eyes-new-cases
Mumps,Mumps,U.S. (Massachusetts),42.407211,-71.382437,9/2009,3,,2nd,"Dwyer, Bob. ""Northeastern University issues public health update - Mumps outbreak."" Mass LPA, September 16, 2009.",http://www.masslpa.org/content/northeastern-university-issues-public-health-update-mumps-outbreak
Measles,Measles,U.S. (Massachusetts),42.36009,-71.09416,2/2014,1,,Isl,"Schive, Kim. ""Experts see low risk to community from MIT measles case."" MIT News. February 6, 2014.",http://web.mit.edu/newsoffice/2014/experts-see-low-risk-to-community-from-mit-measles-case.html
Whooping Cough,Whooping Cough,"U.S. (Northampton, Massachusetts",42.32509,-72.6412,6/2013,52,,Clst,"Rodriguez, Anaridis. ""Increase in whooping cough cases in Northampton."" Channel 22 WWLP News. June 4, 2013.",http://www.wwlp.com/dpp/news/local/hampshire/increase-in-whooping-cough-cases-in-northampton
Measles,Measles,U.S. (Michigan),44.314844,-85.602364,7/2011,1,,Isl,"Iannelli, Vincent . ""Measles Case Count."" About Pediatrics - Pediatric Parenting and Medical Advice.",http://pediatrics.about.com/b/2011/04/07/measles-case-count.htm
Measles,Measles,U.S. (Michigan),42.59219,-83.33619,1/2012,1,,Isl,"Clickon Detroit. ""Measles case confirmed in Oakland County."" January 23, 2012",http://www.clickondetroit.com/lifestyle/health/Measles-case-confirmed-in-Oakland-County/-/2300442/8488876/-/s9cmc3/-/
Measles,Measles,U.S. (Michigan),44.26413,-85.63602,1/2013-9/2013,2,,Isl,"WNEM.com. ""Measles Cases in Michigan, Nationally concern health officials."" September 23, 2013. ",http://www.wnem.com/story/23504322/measles-cases-in-michigan-nationally-concern-health-officials
Other,Tetanus,U.S. (Michigan),44.314844,-85.602364,7/2011,3,,2nd,"CBS Detroit. ""3 Cases Of Tetanus Reported In Michigan."" July 28, 2011.",http://detroit.cbslocal.com/2011/07/28/3-cases-of-tetanus-reported-in-michigan/
Whooping Cough,Whooping Cough,U.S. (Michigan),44.314844,-85.602364,7/2010,600,,Epd,"Dillard, Mechele R. ""CDC: Whooping cough cases increasing in California, Michigan."" HULIQ, November 27, 2010.",http://www.huliq.com/10473/cdc-whooping-cough-cases-increasing-california-michigan
Whooping Cough,Whooping Cough,"U.S. (Minnesota, Wright County)",45.15382,-94.6859,5/2010,46,,Epd,"Herriman, Robert. ""Whooping cough outbreak in Minnesota."" Examiner, May 14, 2010.",http://www.examiner.com/infectious-disease-in-national/whooping-cough-outbreak-minnesota
Whooping Cough,Whooping Cough,"U.S. (Minnesota, Isanti County)",45.63014,-94.01909,5/2012-7/2012,14,,Clst,"Hunt, Greg. ""Whooping cough is making rounds again in Isanti County."" Isanti County News. July 11, 2012.",http://isanticountynews.com/2012/07/11/whooping-cough-is-making-rounds-again-in-isanti-county/
Whooping Cough,Whooping Cough,"U.S. (Minnesota, Olmsted County)",43.99518,-92.38136,1/2012-7/2012,98,,Epd,"Helms, Aubrey. ""Pertussis still a threat in Olmsted County."" Fox 47. July 13, 2012.",http://www.myfox47.com/story/18964061/pertussis-still-a-threat-in-olmsted-county
Whooping Cough,Whooping Cough,U.S. (Minnesota),45.02089,-93.50946,1/2012-5/2012,654,,Epd,"Benson, Lorna. ""Health Officials Count Surging Number of Pertussis Cases."" MPRNews. May 17, 2012.",http://minnesota.publicradio.org/display/web/2012/05/17/pertussis-whooping-cough/
Whooping Cough,Whooping Cough,U.S. (Minnesota),45.02089,-93.50946,1/2012-12/2012,4433,,Epd,"Centers for Disease Control and Prevention, ""Pertussis (whooping cough) outbreaks,"" January 9, 2013.",http://www.cdc.gov/pertussis/outbreaks.html
Measles,Measles,"U.S. (Minneapolis, Minnesota)",44.979965,-93.263836,3/2011-4/2011,21,,2nd,"Rolander, Leslie. ""Minn. Measles Outbreak Grows to 21 Confirmed Cases ."" 5 ABC Eyewitness News, April 21, 2011.",http://kstp.com/article/stories/s2076092.shtml
Measles,Measles,U.S. (Minnesota),46.72955,-94.6859,10/2011,21,,Clst,"Zoler, Mitchel. ""Measles Called 'Eliminated' in U.S. Despite Outbreak."" Skin and Allergy News, November 11, 2002.",http://www.skinandallergynews.com/news/medical-dermatology/single-article/measles-called-eliminated-in-us-despite-outbreak/12550505d6.html
Whooping Cough,Whooping Cough,U.S. (Missouri),37.20896,-93.2923,2/2012,4,,Clst,"NewsLeader. ""Cases of whooping cough on the rise."" February 28, 2012.",http://www.news-leader.com/article/20120228/NEWS01/302280038
Whooping Cough,Whooping Cough,"U.S. (Montana, Flathead County)",48.42415,-114.15315,4/2012-5/2012,36,,Clst,"Vogt, Rebecca. ""Six More Pertussis Cases Confirmed for Flathead County."" NBC Montana. May 17, 2012.",http://www.nbcmontana.com/news/31080535/detail.html
Whooping Cough,Whooping Cough,U.S. (Montana),46.55886,-112.5,1/2012-7/2012,355,,Epd,"Montana DPHHS, ""Montana DPHHS Pertussis Update: 7/20/2012,"" July 20, 2012.",http://www.dphhs.mt.gov/publichealth/immunization/documents/MontanaPertussisUpdate.pdf
Whooping Cough,Whooping Cough,U.S. (Montana),45.78566,-108.43438,5/2012,6,,Clst,"Laurel Resident Among Six Cases of Pertussis. The Laurel Outlook. May 16, 2012.",http://www.laureloutlook.com/news/article_91b949f2-9f6e-11e1-ad44-0019bb2963f4.html
Whooping Cough,Whooping Cough,U.S. (Montana),48.42415,-114.15315,6/2012-5/2013,225,,Epd,"""Pertussis reports pour in from around MT."" KPAX 8. September 3, 2013.",http://www.kpax.com/news/pertussis-reports-pour-in-from-around-mt/
Mumps,Mumps,"U.S. (Nebraska, Iowa)",42.499198,-98.374572,5/2010,20,,Clst,"The Associated Press. ""Nebraska mumps cases linked to basketball tourney."" JournalStar.com, May 7, 2010.",http://journalstar.com/news/state-and-regional/nebraska/article_2389184e-5a02-11df-9d65-001cc4c002e0.html
Whooping Cough,Whooping Cough,"U.S. (Nevada, Clark County)",36.07956,-115.09405,1/2012-7/2012,22,,Clst,"Bleakley, Caroline. ""Health District Reports 22 Cases of Pertussis."" 8 News Now. July 11, 2012.",http://www.8newsnow.com/story/18983109/health-district-reports-22-cases-of-pertussis
Measles,Measles,U.S. (New Jersey),40.058324,-74.405661,1/2011-7/2011,4,,2nd,"Fabrikant, Mel . ""Measles Cases Reported In New Jersey: Health Dept. Urges Immunization."" The Pramus Post, July 1, 2011.",http://www.paramuspost.com/article.php/20110701163335826
Measles,Measles,U.S. (New Jersey),40.57427,-74.60988,3/2013,3,,Clst,"Cape May County Herald. ""Measles Exposures Related to New Suspect Case."" March 15, 2013.",http://www.capemaycountyherald.com/article/government/court+house/90767-measles+exposures+related+new+suspect+case
Measles,Measles,U.S. (New Jersey),40.21705,-74.74294,6/2013,1,,Isl,"nj.com. ""N.J. Health Department warns of measles case in Somerset County."" June 13, 2013.",http://www.nj.com/politics/index.ssf/2013/06/nj_health_department_warns_of_measles_case_in_somerset_county.html
Mumps,Mumps,U.S. (New Jersey),40.25895,-74.124,9/2013,1,,Isl,"SFGate. ""Number of suspected mumps cases in NJ grows."" September 13, 2013.",http://www.sfgate.com/news/article/Number-of-suspected-mumps-cases-in-NJ-grows-4812886.php
Whooping Cough,Whooping Cough,U.S. (New Jersey),40.08213,-74.2097,2/2012,14,,Clst,"Nee, Daniel and Graelyn Brashear. ""14 Cases of Whooping Cough Confirmed in Ocean County."" Toms River Patch, February 22, 2012.",http://tomsriver.patch.com/articles/14-cases-of-whooping-cough-confirmed-in-ocean-county
Mumps,Mumps,U.S. (New Jersey),40.08213,-74.2097,7/2013,unknown,,Clst,"Ocean Signal. ""Mumps outbreak in Lakewood NJ."" July 17, 2013.",http://www.oceancountysignal.com/2009/10/23/mumps-outbreak-in-lakewood-nj/
Measles,Measles,U.S. (New Mexico),34.97273,-105.032364,9/2011,1,,Isl,"Griswald, Shaun. KOB.com, ""NM officials: Baby in Lincoln County has measles ,"" September 17, 2011.",http://www.kob.com/article/stories/S2288730.shtml
Whooping Cough,Whooping Cough,U.S. (New Mexico),34.51994,-105.87009,1/2012-5/2012,112,1,Epd,"NM Whoop Cough Cases Up As Fewer Get Shots. NECN.com. May 16, 2012.",http://www.necn.com/05/16/12/NM-whoop-cough-cases-up-as-fewer-get-sho/landing_health.html?&apID=0b788266a3e6414fa858d16378d59b61
Whooping Cough,Whooping Cough,U.S. (New Mexico),35.1107,-106.60999,1/2013-9/2013,331,,Epd,"Clark, Carol A. ""More than 300 Cases of Pertussis Reported in New Mexico."" Los Alamos Daily Post. August 30, 2013.",http://www.ladailypost.com/content/more-300-cases-pertussis-reported-new-mexico
Measles,Measles,U.S. (New Mexico),34.52452,-105.87962,6/2012,1,,Isl,"Diven, Bill. ""Measles case reported in northern N.M."" Kasa. June 28, 2012.",http://www.kasa.com/dpps/news/news_health/measles-case-reported-in-northern-nm_4220132
Whooping Cough,Whooping Cough,"U.S. (New York, Niagara County)",43.31195,-78.74762,1/2012-6/2012,15,,Clst,"WGRZ, ""Niagara County Report Increase in Pertussis Cases,"" June 8, 2012.",http://www.wgrz.com/news/article/170808/1/Niagara-County-Report-Increase-in-Pertussis-Cases
Whooping Cough,Whooping Cough,U.S. (New York),40.84288,-73.29289,01/2012-07/2012,1288,,Epd,"The Republic, ""Schumer says government should provide free whooping cough vaccinations as NY cases triple,"" July 22 2012.",http://www.therepublic.com/view/story/5f708205499f42468aa928c633fad1de/NY--Whooping-Cough-Schumer
Measles,Measles,U.S. (New York),40.714353,-74.005973,7/2009,11,,Clst,"New York City Department of Health and Mental Hygiene, ""Health Department Advises New York City Doctors to be on the Lookout for Measles,"" July 2, 2009.",http://www.nyc.gov/html/doh/html/pr2009/pr046-09.shtml
Measles,Measles,U.S. (New York),40.714353,-73.995973,3/2011,2,,Clst,"Center for Disease Control and Prevention, ""Measles --- United States, January--May 20, 2011,"" May 27, 2011.",http://www.cdc.gov/mmwr/preview/mmwrhtml/mm6020a7.htm
Measles,Measles,U.S. (New York),40.714353,-74.025973,5/2011,1,,Isl,"New York State Department of Health, ""State Health Department Confirms Measles Case in Capital Region,"" May 17, 2011.",http://www.health.ny.gov/press/releases/2011/2011-05-17_confirms_measles.htm
Measles,Measles,U.S. (New York),40.714353,-74.15973,5/2011,1,,Isl,"Staff Reporter. Official Wire, ""RPI Student Confirmed To Have Measles,"" May 18, 2011.",http://www.officialwire.com/main.php?action=posted_news&rid=53181&catid=60
Measles,Measles,U.S. (New York),40.714353,-73.005973,7/2011,1,,Isl,"NY 1 News, ""DOH: Higher Number Of Measles Cases Reported,"" June 8, 2011.",http://www.ny1.com/content/top_stories/140597/doh--higher-number-of-measles-cases-reported
Measles,Measles,"U.S. (New York, Brooklyn)",40.65,-73.95,10/2011,6,,2nd,"Hartocollis, Anemona. ""Health Department Reports Spike in Measles Cases in Brooklyn."" The New York Times, October 21, 2011.",http://cityroom.blogs.nytimes.com/2011/10/21/health-department-reports-spike-in-measles-cases-in-brooklyn/
Measles,Measles,"U.S. (New York, Ulster County)",41.86438,-74.32843,9/2012,1,,Isl,"WABC, ""Confirmed case of measles in Ulster County,"" September 21, 2012.",http://abclocal.go.com/wabc/story?section=news/local/northern_suburbs&id=8820413
Measles,Measles,"U.S. (New York, Brooklyn)",40.70645,-73.95362,1/2013-7/2013,58,,Clst,"McKay, Betsy. ""Brooklyn Measles Outbreak Shows Risks."" Wall Street Journal. July 19, 2013.",http://online.wsj.com/article/SB10001424127887324251504578578054234429308.html
Mumps,Mumps       ,U.S. (New York),40.714353,-74.1505973,10/2009,57,,Epd,"Huffingtonpost, ""Brooklyn Mumps Outbreak: 57 Confirmed Cases In Borough Park,"" October 23, 2009.",http://www.huffingtonpost.com/2009/10/23/brooklyn-mumps-outbreak-5_n_331420.html
Mumps,Mumps,U.S. (New York),40.71435,-74.00597,6/2009-6/2010,3502,,Epd,"Barskey, Albert E. ""Mumps outbreak in Othodox Jewish Cmmunities in the United States."" New England Journal of Medicine. November 2012.",http://www.nejm.org/doi/full/10.1056/NEJMoa1202865
Whooping Cough,Whooping Cough,"U.S. (New York, St. Lawrence County)",44.44731,-74.93021,9/2013,11,,Clst,"Watertown Daily Times. ""Public Health: Outbreak of Whooping Cough in St. Lawrence County."" September 24, 2013.",http://www.watertowndailytimes.com/article/20130924/DCO/709249745
Measles,Measles,"U.S. (Albany, New York)",42.72841,-73.69179,2/2014,1,,Isl,"NBCNews.com. ""Medical officials confirm case of measles on RPI campus."" February 2, 2014.",http://www.nbcnews.com/id/54252696/ns/local_news-albany_ny/t/medical-officials-confirm-case-measles-rpi-campus/#.UvD3iPldXzh
Measles,Measles,"U.S. (Albany, New York)",42.65258,-73.75623,2/2014,1,,Isl,"Hughes, Claire. ""Second case of measles in Capital Region confirmed"" Times Union. February 7, 2014.",http://www.timesunion.com/local/article/2nd-case-of-measles-in-Capital-Region-confirmed-5211925.php
